segment_id,road_name,road_type,human_segment_id,internal_id,start_lat,start_lon,end_lat,end_lon,length_m,start_km,end_km,road_risk_score,ai_risk_label,ai_risk_probability,prob_low_risk,prob_medium_risk,prob_high_risk,prob_critical_risk,ai_recommended_speed,recommended_safe_speed,road_function_score,infrastructure_score,exposure_score,human_tolerance_limit,operating_speed_score,crash_risk_score,posted_speed_limit,pedestrian_exposure_score,blackspot_flag,crash_count,fatal_crashes,schools_count,lighting_quality,roadside_hazards,intersection_density,speed_compliance_rate,speed_violation_score,hotspot_score,hotspot_category,speed_safety_score,original_safe_speed,misalignment_score,misalignment_category,speed_p85,ptw_share_pct,exposure_tier,urban_rural_flag,lane_count,median_presence,land_use_type,top_ai_factors,congestion_index,congestion_category,congestion_smoothed,operating_speed_mean,minor_crashes,major_crashes,risk_category,final_safe_speed,corridor_base,corridor_seq
4518,Unnamed Road,Urban Road,URB-04518,4518,12.9906,77.7664,12.9912,77.7665,74.1,1807.2,1807.274,10.2897,Aligned,0.9837,0.9752,-0.0118,0.0044,-0.0085,19.6401,21.7211,30.0007,1.3219,11.8034,50.7734,87.186,0.0,20.9776,3.029,No,0.0,-0.0005,-0.0585,Poor,Low,2.559,10.0,10.0395,20.3315,Safe,68.9023,18.256,17.2559,Aligned,19.5499,34.0436,Side Impact Potential,Rural,2.0836,False,Industrial,Poor Infrastructure,0.1991,Light,False,14.0192,-0.0086,0.0005,Aligned,20,Unnamed Road,2823
4519,Unnamed Road,Urban Road,URB-04519,4519,13.013,77.6811,13.0141,77.6824,254.1,1807.6,1807.854,37.7497,Moderate Misalignment,0.9166,0.1256,0.9015,-0.0099,0.0028,47.602,45.378,85.0346,15.1232,26.3245,71.4614,91.2913,0.0,39.8278,14.8931,No,0.0,0.0064,0.0025,Poor,Medium,1.5535,10.0,15.7686,25.2065,Moderate Risk,66.7199,45.2551,27.6315,Moderate Misalignment,45.9535,57.6141,Separated Traffic,Urban,4.9123,True,Commercial,Poor Infrastructure,0.1639,Light,False,36.7611,0.0127,-0.0016,Moderate Misalignment,47,Unnamed Road,2824
4520,Unnamed Road,Urban Road,URB-04520,4520,12.9489,77.5622,12.9473,77.5643,384.7,1808.0,1808.385,14.189,Aligned,0.9322,0.9004,0.0598,0.0081,-0.0045,58.0393,57.6834,97.8537,14.5393,22.7174,81.5812,70.8332,0.2113,59.917,8.5487,No,0.0,0.0035,-0.0018,Good,High,0.314,10.0,10.0029,22.8203,Safe,72.0271,56.8794,18.8662,Aligned,55.8049,58.4333,Separated Traffic,Peri-Urban,5.8752,True,Residential,Poor Infrastructure,0.0003,,False,49.2723,0.0088,0.0117,Aligned,56,Unnamed Road,2825
4521,Unnamed Road,Urban Road,URB-04521,4521,13.0341,77.5885,13.0336,77.5884,61.5,1808.4,1808.462,13.4578,Aligned,0.9167,0.9354,0.0736,0.0228,-0.0014,76.627,77.1522,97.602,1.0335,15.5596,79.4613,23.8954,0.0738,58.951,0.5641,No,0.0,-0.0073,-0.0093,Poor,Medium,0.1874,10.0,10.0,21.5545,Safe,70.5891,80.4929,16.9853,Aligned,78.7535,47.4226,Separated Traffic,Rural,4.9323,True,Residential,Active Congestion | Poor Infrastructure,0.6527,Severe,False,31.3288,-0.003,0.0025,Aligned,77,Unnamed Road,2826
4522,Unnamed Road,Urban Road,URB-04522,4522,13.0336,77.5884,13.0324,77.588,141.7,1808.8,1808.942,11.0301,Aligned,0.9638,0.9444,0.0744,0.0026,0.0043,21.0555,21.3611,52.1564,21.4992,22.4524,49.535,76.4628,0.0,30.1347,17.339,No,0.0,-0.0012,0.0949,Good,Low,0.6989,10.0,10.0407,19.7811,Safe,74.6571,19.3403,17.3408,Aligned,21.0007,37.3884,Side Impact Potential,Rural,3.2239,False,Industrial,Poor Infrastructure,0.2083,Light,False,13.971,-0.003,0.0093,Aligned,21,Unnamed Road,2827
4523,Unnamed Road,Urban Road,URB-04523,4523,13.0324,77.588,13.0286,77.5863,469.0,1809.2,1809.669,13.1131,Aligned,0.9779,0.9972,0.0217,-0.0061,0.0031,22.0226,20.0039,29.8923,11.2854,19.3804,50.7017,94.4591,0.3087,20.0,9.2684,No,0.0,-0.0066,-0.0571,Good,Medium,3.1965,10.0,10.0,21.4747,Safe,70.8386,18.0218,18.2808,Aligned,18.777,54.4217,Side Impact Potential,Peri-Urban,1.1074,False,Residential,Poor Infrastructure,-0.0023,,False,14.8461,-0.0069,0.0024,Aligned,18,Unnamed Road,2828
4524,Unnamed Road,Urban Road,URB-04524,4524,13.0286,77.5863,13.0281,77.5866,75.9,1809.6,1809.676,39.8907,Moderate Misalignment,0.9762,0.014,0.982,0.0218,0.0008,27.3485,30.887,72.7638,70.5251,61.4195,29.8915,84.0527,0.3251,36.488,80.6067,No,0.0,0.003,0.9819,Good,High,2.0834,10.0,10.0067,32.8877,Moderate Risk,71.2294,28.2966,39.3132,Moderate Misalignment,39.7356,61.3562,Significant Pedestrian Interaction,Urban,1.9969,False,Residential,High Pedestrian Interaction | Approach to Congestion (Tapered) | Above Human Tolerance Limit,0.1847,Light,True,30.3154,0.0035,-0.0159,Moderate Misalignment,28,Unnamed Road,2829
4525,Unnamed Road,Urban Road,URB-04525,4525,13.0286,77.5863,13.0279,77.586,86.7,1810.0,1810.087,21.8249,Aligned,0.5589,0.5876,0.4466,0.0178,-0.0066,48.5857,51.5625,51.4438,6.6353,26.6386,51.2591,91.4276,0.0517,40.3397,15.5348,No,0.0,-0.0093,0.0242,Poor,Medium,3.6104,10.0,29.264,29.3501,Moderate Risk,61.7909,50.2033,35.0502,Moderate Misalignment,52.4669,64.4641,Side Impact Potential,Urban,2.084,False,Industrial,Poor Infrastructure,0.0018,,False,45.7094,-0.0043,-0.0222,Aligned,49,Unnamed Road,2830
4526,Unnamed Road,Urban Road,URB-04526,4526,13.0391,77.5896,13.0387,77.5896,42.3,1810.4,1810.442,11.8665,Aligned,0.9562,0.9935,0.0643,-0.0026,0.0041,34.3831,38.2124,72.4116,25.5017,26.8052,51.3397,87.9779,0.0,39.4856,10.5333,No,0.0,-0.0016,0.0288,Good,Low,1.8045,10.0,10.0,21.2224,Safe,74.4732,38.1146,17.9747,Aligned,35.4362,63.8265,Side Impact Potential,Urban,2.0009,False,Industrial,Poor Infrastructure,0.1634,Light,False,29.21,-0.0097,-0.0014,Aligned,37,Unnamed Road,2831
4527,Unnamed Road,Urban Road,URB-04527,4527,13.0398,77.5897,13.0391,77.5896,83.0,1810.8,1810.883,11.569,Aligned,0.9583,0.9831,0.0288,0.0061,-0.0085,35.6331,34.6339,61.3364,53.3367,45.4581,49.8054,87.4439,0.2256,60.0,55.4109,No,0.0,-0.0094,1.0381,Poor,Medium,1.693,10.0,10.2021,24.2903,Safe,77.9715,34.0971,22.0944,Aligned,33.1263,54.0401,Side Impact Potential,Peri-Urban,2.9763,True,Residential,Meets Safe System Standards,-0.0164,,False,27.033,0.0037,-0.0034,Aligned,37,Unnamed Road,2832
4528,Unnamed Road,Urban Road,URB-04528,4528,13.0238,77.5849,13.0236,77.5848,26.0,1811.2,1811.226,34.5946,Moderate Misalignment,0.7737,0.1922,0.7681,0.0045,-0.0067,56.5962,58.9116,78.5669,12.9559,19.6703,69.5436,96.0697,0.0,51.3166,4.7457,No,0.0,-0.0093,0.0301,Good,High,1.4644,10.0,17.5895,24.279,Safe,66.0881,60.0352,27.9542,Moderate Misalignment,58.5253,54.7858,Separated Traffic,Urban,2.2361,True,Mixed,Poor Infrastructure,0.1227,Light,False,48.1734,0.0098,-0.0016,Moderate Misalignment,61,Unnamed Road,2833
4529,Unnamed Road,Urban Road,URB-04529,4529,13.0236,77.5848,13.0233,77.5848,33.1,1811.6,1811.633,12.8001,Aligned,0.8984,0.9142,0.0342,0.0036,0.01,38.107,35.6456,75.5157,52.1439,46.2114,49.7196,85.6548,0.0,35.8831,51.559,No,0.0,-0.0016,0.9833,Good,High,2.1411,10.0,10.0998,25.5464,Moderate Risk,75.2755,36.3109,21.8173,Aligned,37.0449,62.4789,Side Impact Potential,Urban,1.9684,True,Mixed,Meets Safe System Standards,0.0021,,False,29.8085,0.0051,-0.0096,Aligned,36,Unnamed Road,2834
4530,Unnamed Road,Urban Road,URB-04530,4530,13.0351,77.5888,13.0341,77.5885,116.2,1812.0,1812.116,11.0013,Aligned,0.9692,0.949,0.0267,-0.011,-0.0003,28.743,26.5308,54.9394,0.0,14.0657,52.0694,73.9481,0.1019,41.8814,6.5087,No,0.0,-0.0025,-0.0282,Poor,High,1.1992,10.0,10.197,20.2901,Safe,69.5596,28.589,19.2458,Aligned,28.5718,31.727,Side Impact Potential,Rural,4.091,False,Residential,Poor Infrastructure,0.1638,Light,False,20.066,0.0012,-0.0036,Aligned,30,Unnamed Road,2835
4531,Unnamed Road,Urban Road,URB-04531,4531,13.0383,77.5895,13.0376,77.5895,71.5,1812.4,1812.472,10.4526,Aligned,0.9667,0.974,0.0143,0.0091,0.0041,28.2235,28.0229,49.0989,19.2213,34.2986,50.1386,77.5133,0.3717,40.2944,33.488,No,0.0,0.0021,1.0261,Good,High,2.8146,10.0,10.3598,26.124,Moderate Risk,71.1357,27.933,23.2817,Aligned,28.1882,59.5781,Side Impact Potential,Urban,1.9044,False,Commercial,Poor Infrastructure,0.0049,,False,25.603,0.0149,0.0168,Aligned,30,Unnamed Road,2836
4532,Unnamed Road,Urban Road,URB-04532,4532,13.0376,77.5895,13.0372,77.5895,48.4,1812.8,1812.848,9.6032,Aligned,0.9721,0.9817,0.0257,0.0037,0.0011,30.5544,30.2221,58.3324,10.8202,19.209,69.5913,89.385,0.4066,30.5772,8.4844,No,0.0,-0.0239,-0.0136,Poor,Low,0.9176,10.0,10.0,20.5486,Safe,72.3566,28.989,16.7826,Aligned,28.9061,43.2878,Separated Traffic,Rural,1.8318,True,Residential,Poor Infrastructure,0.1369,Light,False,24.3897,-0.0101,0.0014,Aligned,29,Unnamed Road,2837
4533,Unnamed Road,Urban Road,URB-04533,4533,13.0277,77.586,13.0274,77.5859,29.8,1813.2,1813.23,11.1442,Aligned,0.9545,0.9497,0.0496,0.0018,0.0057,20.5267,19.8907,50.5593,10.0549,23.8397,49.9541,78.9082,0.0303,60.0,16.1603,No,0.0,0.006,0.0531,Poor,Medium,1.5446,10.0,10.0,21.9041,Safe,70.4369,22.9662,18.9598,Aligned,21.4306,45.1717,Side Impact Potential,Rural,1.8038,False,Industrial,Poor Infrastructure,0.1299,Light,False,14.9893,0.0152,-0.0012,Aligned,21,Unnamed Road,2838
4534,Unnamed Road,Urban Road,URB-04534,4534,13.0274,77.5859,13.027,77.5858,47.3,1813.6,1813.647,12.3824,Aligned,0.9225,0.9638,0.0673,0.0071,0.0017,44.7356,45.6554,52.2143,9.4058,17.1069,50.3622,94.2535,0.1716,40.3957,7.445,No,0.0,0.0047,0.0492,Poor,Medium,1.9526,10.0,10.0,21.2904,Safe,68.6235,43.4903,21.5401,Aligned,44.143,42.0432,Side Impact Potential,Rural,1.759,False,Residential,Approach to Congestion (Tapered) | Poor Infrastructure,0.0089,,True,36.8044,0.0029,0.0297,Aligned,44,Unnamed Road,2839
4535,Unnamed Road,Urban Road,URB-04535,4535,13.0279,77.586,13.0277,77.586,29.7,1814.0,1814.03,18.8292,Aligned,0.7792,0.8494,0.18,0.0313,-0.0058,81.3703,79.9785,98.6754,1.676,14.4761,79.5401,78.4198,0.0,60.0,4.2767,No,0.0,0.0017,-0.0232,Poor,High,0.1145,10.0,10.0,23.2322,Safe,64.8227,80.1018,25.8389,Aligned,87.9784,34.8281,Separated Traffic,Rural,6.7789,True,Mixed,Approach to Congestion (Tapered) | Poor Infrastructure,0.1808,Light,True,65.433,-0.0112,-0.0007,Aligned,81,Unnamed Road,2840
4536,Unnamed Road,Urban Road,URB-04536,4536,13.0292,77.5908,13.0293,77.5904,46.1,1814.4,1814.446,12.6298,Aligned,0.9555,0.9609,0.0292,0.0225,0.0035,30.0533,29.2275,52.3235,33.9193,33.0184,50.5981,74.1544,0.0,39.8569,26.3396,No,0.0,0.0051,-0.0172,Good,Medium,3.2552,10.0,10.4576,22.4838,Safe,74.4312,27.6404,19.8643,Aligned,29.3561,67.9961,Side Impact Potential,Urban,3.3373,False,Industrial,Poor Infrastructure,0.1664,Light,False,22.5156,-0.0083,0.0,Aligned,29,Unnamed Road,2841
4537,Unnamed Road,Urban Road,URB-04537,4537,13.0293,77.5904,13.0289,77.59,61.6,1814.8,1814.862,13.6387,Aligned,0.9011,0.9169,0.1105,-0.0089,0.0084,22.9635,20.9154,34.0975,20.2593,20.3683,49.1007,96.4655,0.378,20.0,4.4559,No,0.0,0.0037,0.0188,Poor,Low,2.9708,10.0,10.0,20.6581,Safe,73.3103,20.2565,19.1965,Aligned,21.9186,54.0027,Side Impact Potential,Peri-Urban,1.7595,False,Residential,Poor Infrastructure,-0.0049,,False,18.169,-0.0147,0.0003,Aligned,21,Unnamed Road,2842
4538,Unnamed Road,Urban Road,URB-04538,4538,13.0364,77.5894,13.0351,77.5888,161.9,1815.2,1815.362,56.7002,High Misalignment,0.5929,0.1828,0.226,0.5935,0.0005,78.0187,79.0867,96.5633,0.73,17.0369,80.2038,85.7729,0.1755,60.0,7.756,No,0.0,-0.0041,-0.0219,Poor,High,0.1752,10.0,26.275,36.1469,Moderate Risk,46.7296,78.7006,56.7499,High Misalignment,112.4771,35.3185,Separated Traffic,Rural,6.9565,True,Residential,Speed Limit Misaligned | Poor Infrastructure | Above Human Tolerance Limit,0.0034,,False,98.7928,-0.0099,0.0132,High Misalignment,80,Unnamed Road,2843
4539,Unnamed Road,Urban Road,URB-04539,4539,13.0282,77.5884,13.0282,77.5878,55.2,1815.6,1815.655,40.2261,Moderate Misalignment,0.7988,0.1049,0.7875,0.1099,0.0078,29.2506,28.6681,84.9886,54.0614,47.6433,30.6578,88.7769,0.4376,59.104,55.2996,No,0.0,0.0015,2.0144,Good,Medium,1.7779,10.0,10.0,41.5578,Moderate Risk,53.3866,28.9792,59.5518,High Misalignment,56.9345,59.9556,Significant Pedestrian Interaction,Urban,5.0247,True,Mixed,Speed Limit Misaligned | High Pedestrian Interaction | Above Human Tolerance Limit,-0.0081,,False,53.6849,-0.0009,-0.0054,Moderate Misalignment,31,Unnamed Road,2844
4540,Unnamed Road,Urban Road,URB-04540,4540,13.0282,77.5874,13.0282,77.5878,44.6,1816.0,1816.045,38.8916,Moderate Misalignment,0.9717,0.0397,1.0343,0.0084,0.0072,65.5341,62.462,91.998,15.9121,26.2976,70.5191,95.4226,0.0,59.7567,18.9785,No,0.0,0.0123,-0.0261,Good,Low,1.3611,10.0,22.9282,28.1348,Moderate Risk,64.3482,62.2482,32.6259,Moderate Misalignment,60.7884,58.4158,Separated Traffic,Urban,6.1268,True,Commercial,Poor Infrastructure,0.148,Light,False,47.5776,0.0039,-0.0048,Moderate Misalignment,63,Unnamed Road,2845
4541,Unnamed Road,Urban Road,URB-04541,4541,13.0282,77.5874,13.0281,77.587,46.4,1816.4,1816.446,68.9114,High Misalignment,0.8043,0.0207,0.1761,0.799,-0.0011,30.4005,30.4273,78.2603,51.574,51.3246,28.0813,68.187,0.2734,60.0,60.9192,No,0.0,-0.0099,1.0184,Good,Medium,1.9179,10.0,10.0,42.7799,Moderate Risk,53.4858,30.158,63.6385,High Misalignment,47.1531,59.3184,Significant Pedestrian Interaction,Urban,1.9924,True,Mixed,Speed Limit Misaligned | High Pedestrian Interaction | Above Human Tolerance Limit,-0.0134,,False,42.0525,-0.0021,-0.0082,High Misalignment,29,Unnamed Road,2846
4542,Unnamed Road,Urban Road,URB-04542,4542,13.0281,77.587,13.0281,77.5866,44.2,1816.8,1816.844,16.2196,Aligned,0.8141,0.7932,0.1736,-0.0051,0.002,33.9527,33.1717,51.2153,58.9766,32.1395,49.2883,98.6816,0.4619,60.0,27.0697,No,0.0,-0.0072,-0.0396,Good,Medium,3.3982,10.0,10.0,19.6722,Safe,80.6753,31.1054,19.6149,Aligned,33.7929,56.2013,Side Impact Potential,Urban,1.8281,False,Residential,Meets Safe System Standards,-0.0063,,False,26.7694,0.0074,0.0012,Aligned,34,Unnamed Road,2847
4543,Unnamed Road,Urban Road,URB-04543,4543,13.0284,77.5892,13.0285,77.5896,40.3,1817.2,1817.24,17.0479,Aligned,0.7671,0.8047,0.1758,0.0104,-0.0086,79.4624,79.9296,99.2414,1.1817,13.7586,80.128,80.1133,0.0063,60.0,8.3003,No,0.0,-0.0013,0.0277,Poor,High,-0.052,10.0,10.0465,23.1996,Safe,65.341,83.8564,25.6466,Aligned,88.8258,35.9065,Separated Traffic,Rural,7.0389,True,Mixed,Approach to Congestion (Tapered) | Poor Infrastructure,0.176,Light,True,67.6712,-0.0066,0.002,Aligned,81,Unnamed Road,2848
4544,Unnamed Road,Urban Road,URB-04544,4544,13.0284,77.5892,13.0283,77.589,29.2,1817.6,1817.629,11.5476,Aligned,0.9908,1.0249,0.0499,0.0097,0.0106,26.1587,29.6638,53.7877,2.5158,12.5788,52.7595,70.0646,0.1278,39.9613,6.196,No,0.0,-0.0071,-0.0421,Poor,High,1.3841,10.0,10.0047,19.9335,Safe,68.6637,24.6317,17.1371,Aligned,25.9937,33.4863,Side Impact Potential,Rural,4.3262,False,Residential,Poor Infrastructure,0.1757,Light,False,21.1935,0.025,-0.0012,Aligned,29,Unnamed Road,2849
4545,Unnamed Road,Urban Road,URB-04545,4545,13.0283,77.5887,13.0283,77.589,30.8,1818.0,1818.031,11.5939,Aligned,1.0053,1.0372,0.0027,0.0049,0.0081,23.7149,23.8638,27.7346,32.139,26.897,51.1634,81.1226,0.0473,41.0163,22.3229,No,0.0,0.0031,0.9788,Good,High,2.5297,10.0,15.8595,21.7699,Safe,73.7048,22.8988,22.9446,Aligned,22.0006,50.5973,Side Impact Potential,Peri-Urban,0.9667,False,Mixed,Active Congestion | Poor Infrastructure,0.6647,Severe,False,10.0,-0.0147,0.0022,Aligned,23,Unnamed Road,2850
4546,Unnamed Road,Urban Road,URB-04546,4546,13.0283,77.5887,13.0282,77.5884,35.6,1818.4,1818.436,19.5614,Aligned,0.7805,0.7788,0.099,0.0732,0.0005,55.4181,58.1396,98.728,50.4887,31.5599,78.1509,45.4675,0.2117,60.0,21.0422,No,0.0,-0.0035,0.0056,Good,Medium,0.5299,10.0,10.3653,19.7684,Safe,80.1513,57.8894,16.6676,Aligned,55.5098,68.827,Separated Traffic,Urban,5.8192,True,Mixed,Meets Safe System Standards,0.1308,Light,False,44.7421,-0.0054,-0.0001,Aligned,56,Unnamed Road,2851
4547,Unnamed Road,Urban Road,URB-04547,4547,13.0233,77.5848,13.0227,77.5846,65.9,1818.8,1818.866,11.485,Aligned,0.9864,0.9364,0.0134,-0.0035,-0.0025,18.6059,18.2774,27.4606,9.3104,18.6822,51.1527,93.8675,0.1031,20.0,9.8814,No,0.0,0.003,0.0057,Good,Medium,3.1178,10.0,10.2154,21.4686,Safe,71.6565,18.4267,19.1481,Aligned,14.8591,54.9614,Side Impact Potential,Peri-Urban,1.0356,False,Residential,Poor Infrastructure,0.024,,False,13.4917,0.003,0.0054,Aligned,19,Unnamed Road,2852
4548,Unnamed Road,Urban Road,URB-04548,4548,13.0368,77.5895,13.0364,77.5894,44.0,1819.2,1819.244,11.2957,Aligned,0.9783,0.9703,0.0225,-0.0013,-0.0062,24.2482,25.6387,26.1269,8.5427,18.56,49.3402,97.8183,0.0305,20.0,14.9207,No,0.0,-0.0004,-0.0168,Poor,High,1.1439,10.0,30.7197,23.8556,Safe,67.0792,27.5719,23.9546,Aligned,25.297,37.3326,Side Impact Potential,Rural,1.0347,False,Residential,Poor Infrastructure,0.1696,Light,False,19.5995,-0.0091,-0.0109,Aligned,25,Unnamed Road,2853
4549,Unnamed Road,Urban Road,URB-04549,4549,13.0372,77.5895,13.0368,77.5895,42.4,1819.6,1819.642,11.7257,Aligned,0.8607,0.8727,0.1727,0.0111,0.0023,16.996,21.3909,30.3091,0.5527,14.7463,51.5945,89.9393,0.2163,20.0,8.5452,No,0.0,-0.0055,-0.0262,Good,Medium,1.9482,10.0,10.0,20.5487,Safe,69.1056,15.448,19.2522,Aligned,12.5504,33.299,Side Impact Potential,Rural,1.9593,False,Residential,Poor Infrastructure,0.0015,,False,13.7273,0.0058,0.001,Aligned,14,Unnamed Road,2854
4550,Unnamed Road,Urban Road,URB-04550,4550,13.0285,77.5896,13.0289,77.59,62.7,1820.0,1820.063,12.6846,Aligned,0.9148,0.8924,0.1266,-0.0052,0.0107,40.8806,41.671,99.8288,0.0,15.4946,80.5489,60.3123,0.4375,59.8243,4.4038,No,0.0,-0.0033,0.0183,Poor,Medium,0.0469,10.0,10.0115,21.2903,Safe,69.6348,44.4062,19.3272,Aligned,42.9786,45.5015,Separated Traffic,Rural,7.0921,True,Residential,Poor Infrastructure,0.1401,Light,False,34.3913,0.0148,0.0045,Aligned,40,Unnamed Road,2855
4551,Unnamed Road,Urban Road,URB-04551,4551,13.0387,77.5896,13.0383,77.5895,48.6,1820.4,1820.449,15.3201,Aligned,0.7521,0.785,0.2299,-0.0127,0.004,43.4009,44.6806,48.1892,18.2273,21.9334,49.1865,97.5512,0.053,43.8921,8.3827,No,0.0,0.0049,0.027,Good,Medium,2.0609,10.0,10.0,22.6436,Safe,70.8235,43.2663,21.5757,Aligned,44.5854,58.2237,Side Impact Potential,Peri-Urban,2.0665,False,Residential,Poor Infrastructure,-0.0088,,False,36.9585,-0.01,-0.009,Aligned,44,Unnamed Road,2856
4552,Unnamed Road,Urban Road,URB-04552,4552,13.0412,77.59,13.0412,77.5897,34.7,1820.8,1820.835,16.1338,Aligned,0.845,0.8283,0.1316,-0.0068,0.0021,33.0652,32.1203,28.8746,13.5457,21.4006,50.8131,98.9007,0.0,28.0238,12.9013,No,0.0,0.0046,0.0088,Good,Medium,2.7293,10.0,10.417,22.6522,Safe,69.2706,31.9486,22.7356,Aligned,31.8364,48.3835,Side Impact Potential,Peri-Urban,2.2231,False,Residential,Poor Infrastructure,-0.0095,,False,30.449,0.0026,-0.0044,Aligned,35,Unnamed Road,2857
4553,Unnamed Road,Urban Road,URB-04553,4553,13.0412,77.59,13.0402,77.5898,112.6,1821.2,1821.313,35.313,Moderate Misalignment,0.8227,0.2131,0.8324,0.0256,0.0071,48.3221,49.6298,87.4583,46.315,32.3928,51.3201,92.8436,0.2089,51.3174,24.9063,No,0.0,-0.0014,-0.1162,Good,High,1.7487,10.0,14.039,24.332,Safe,73.8401,49.6867,24.7177,Moderate Misalignment,56.8484,61.4818,Side Impact Potential,Urban,6.0216,True,Commercial,Meets Safe System Standards,0.0101,,False,48.769,-0.0226,-0.0048,Moderate Misalignment,47,Unnamed Road,2858
4554,Unnamed Road,Urban Road,URB-04554,4554,13.0402,77.5898,13.0398,77.5897,43.9,1821.6,1821.644,43.5044,Moderate Misalignment,0.8827,0.0201,0.8406,0.1153,-0.0088,50.1742,50.35,100.0,11.0998,25.646,47.8591,94.4684,0.4377,59.4153,11.7692,No,0.0,-0.002,-0.0389,Good,High,0.3995,10.0,20.181,33.4592,Moderate Risk,54.5875,50.0864,44.584,Moderate Misalignment,71.2461,62.0177,Side Impact Potential,Peri-Urban,6.1743,False,Residential,Poor Infrastructure | Above Human Tolerance Limit,0.1335,Light,False,57.3563,-0.0054,-0.004,Moderate Misalignment,47,Unnamed Road,2859
4555,Unnamed Road,Urban Road,URB-04555,4555,13.0255,77.5853,13.0238,77.5849,196.9,1822.0,1822.197,18.5828,Aligned,0.7039,0.6993,0.2761,-0.0104,-0.002,30.2801,31.468,51.0316,4.1864,20.4998,49.9039,96.8455,0.4446,31.3266,15.906,No,0.0,0.0044,-0.033,Poor,Medium,0.5673,10.0,10.0,23.8528,Safe,67.3983,31.7763,21.8967,Aligned,31.0393,45.5667,Side Impact Potential,Rural,3.201,False,Residential,Poor Infrastructure,0.0011,,False,28.6715,0.0147,0.0005,Aligned,31,Unnamed Road,2860
4556,Unnamed Road,Urban Road,URB-04556,4556,13.027,77.5858,13.0255,77.5853,180.8,1822.4,1822.581,14.1309,Aligned,0.8086,0.8142,0.2095,0.002,-0.0084,37.7235,36.1245,28.518,21.2606,19.4479,49.2876,95.0918,0.1978,29.1594,18.2521,No,0.0,0.0059,-0.0352,Poor,Medium,1.8655,10.0,21.7706,23.0189,Safe,70.2065,36.8848,23.865,Aligned,36.3556,33.7739,Side Impact Potential,Rural,0.8986,False,Industrial,Poor Infrastructure,0.1698,Light,False,27.9962,-0.0066,-0.0015,Aligned,38,Unnamed Road,2861
4557,Unnamed Road,Urban Road,URB-04557,4557,13.0296,77.5909,13.0292,77.5908,50.3,1822.8,1822.85,12.1185,Aligned,0.952,1.0255,0.0047,0.0111,-0.0018,37.2411,35.8678,56.4992,12.9884,20.5006,48.5241,87.9613,0.1347,38.3325,7.7734,No,0.0,0.0044,-0.0839,Poor,High,3.028,10.0,10.0,20.4537,Safe,72.5947,38.4685,19.6408,Aligned,33.7493,55.8242,Side Impact Potential,Urban,3.8176,False,Commercial,Poor Infrastructure,-0.0077,,False,31.6564,0.0035,-0.0056,Aligned,37,Unnamed Road,2862
4558,Unnamed Road,Urban Road,URB-04558,4558,12.9165,77.61,12.9165,77.6074,308.6,1823.2,1823.509,9.6498,Aligned,0.97,0.9873,0.0277,0.0051,0.0044,16.9942,18.1406,29.9291,19.8794,34.7682,29.4858,85.8322,0.0,21.8671,30.5613,No,0.0,-0.0083,1.044,Poor,High,3.5767,10.0,10.0,24.7102,Moderate Risk,70.4147,16.8544,22.9391,Aligned,14.3282,59.711,Significant Pedestrian Interaction,Peri-Urban,1.7921,False,Mixed,High Pedestrian Interaction | Poor Infrastructure,0.2148,Light,False,12.2918,0.0068,-0.0019,Aligned,16,Unnamed Road,2863
4559,Unnamed Road,Urban Road,URB-04559,4559,12.9865,77.7318,12.9856,77.7337,256.0,1823.6,1823.856,8.813,Aligned,0.9651,0.9559,0.0001,-0.0066,-0.0043,48.4502,48.7825,79.8845,13.6392,36.3545,50.0437,79.7675,0.0,58.618,33.6814,No,0.0,0.0028,1.0035,Good,High,1.4927,10.0,10.1308,32.4553,Moderate Risk,61.6558,52.5289,37.6001,Moderate Misalignment,53.8097,60.5682,Side Impact Potential,Urban,5.9264,False,Residential,Poor Infrastructure | Above Human Tolerance Limit,-0.0223,,False,47.4162,-0.0003,-0.0188,Aligned,50,Unnamed Road,2864
4560,Unnamed Road,Urban Road,URB-04560,4560,13.1293,77.5909,13.1292,77.5913,48.3,1824.0,1824.048,39.4943,Moderate Misalignment,0.9243,0.0598,0.9384,0.0375,-0.0057,50.2193,49.5931,95.9263,0.0,21.0103,49.4211,71.4441,0.0094,59.8065,9.1271,No,0.0,-0.002,0.0424,Poor,Medium,0.2006,10.0,10.0,28.266,Moderate Risk,60.974,48.2723,34.0454,Moderate Misalignment,49.0205,45.8216,Side Impact Potential,Rural,3.8884,False,Residential,Poor Infrastructure | Above Human Tolerance Limit,0.1335,Light,False,39.7348,-0.0045,-0.0113,Moderate Misalignment,49,Unnamed Road,2865
4561,Unnamed Road,Urban Road,URB-04561,4561,12.869,77.6163,12.8698,77.6112,562.0,1824.4,1824.962,27.484,Moderate Misalignment,0.4862,0.4732,0.5327,0.0144,-0.0011,77.8595,76.1019,98.227,9.3839,16.4294,78.3846,57.4488,0.0,59.6932,11.4863,No,0.0,0.0002,0.0604,Good,Medium,0.1125,10.0,10.0004,26.0407,Moderate Risk,62.2373,75.5471,30.7311,Moderate Misalignment,76.5687,37.1119,Separated Traffic,Rural,3.9495,True,Residential,Poor Infrastructure | Above Human Tolerance Limit,0.0068,,False,61.8825,-0.0063,-0.0089,Moderate Misalignment,76,Unnamed Road,2866
